index	sample_id	gen_id	curr_turn_idx_in_orig	dist_from_prev_turn	prev_turn_txt	curr_turn_txt	human_resp_txt	speaker_curr	speaker_prev	is_same_speaker	vocab_overlap	constr_overlap	constr_overlap_h	vocab_overlap_habs_diff_m_h_co	abs_diff_m_h_vo	attrib_to_prev	attrib_to_curr	attrib_to_curr_comp	attrib_to_prev_comp	mean_attrib	mean_attrib_comp	s_attrib_to_currs_attrib_to_curr_comp	s_attrib_to_prev	s_attrib_to_prev_comp	s_mean_attrib	s_mean_attrib_comp	constrs	constr_lens	constr_freqs	avg_constr_len	pmi	pmi_avg	repeated_words	n_words_not_in_ctx	bert_f1	bleu	bleu_brevity_penalty	bleu_length_ratio	mauve	ppl_gpt2_model_trg_dectx	ppl_gpt2_human_trg_dectx	abs_diff_ppl_gpt2_dectx	ppl_gpt2_model_trg_ctx	ppl_gpt2_human_trg_ctx	abs_diff_ppl_gpt2_ctx	vocab_overlap_h	abs_diff_m_h_co	s_attrib_to_curr	s_attrib_to_curr_comp
0	978	0	32	10	Oh, for sure.. Oh, yeah.	Uh.. but, you know,. a pet. I mean, I sometimes have, um, pet cat.. You know, a dog that's been around for...	Yeah.	A	B	0	0.45454545454545453	0.43478260869565216	0.0		0.04545454545454547	0.37181755900382996	-0.8380187153816223	-1.0	0.22480975091457367	0.0562479334572951	-0.009558029563373161		0.2962663471698761	0.20050160586833954	-0.29118318845414454	0.03647136977977223	[]				1.4515633753039578|3.321928094887362|3.321928094887362|3.321928094887362|1.1844245711374273	2.5203544462206944		3	0.6315169334411621	0.0	1.0	1.1888888888888889	0.0040720962619612	3.8389151096344	4.97797441482544	1.1390593051910405	2.8333778381347656	2.86291241645813	0.029534578323364258	0.5	0.43478260869565216	-0.23460747301578522	-0.6700357794761658
1	978	0	32	9	So, I've had this dog now for, for sixteen years. and she's been a lot of company. Uh, she's, uh, however, getting a little old. and things are starting to fail.. Uh, I, I live alone now. and she stays in the house all day while I go to work. and, uh, she's been holding herself pretty well. The, uh, up until, you know, recently where she's been having accidents in the house because she either is losing control or she forgets where she is. and, uh, I find a little present on the floor sometimes when I come home.. But she's, she's usually pretty good.	Uh.. but, you know,. a pet. I mean, I sometimes have, um, pet cat.. You know, a dog that's been around for...	Yeah.	A	A	1	0.3181818181818182	0.13043478260869565	0.0		0.18181818181818182	-0.07729098200798035	-0.8380187153816223	-1.0	0.004086954519152641	0.0562479334572951	-0.009558029563373161		-1.0	0.04339195787906647	-0.29118318845414454	0.03647136977977223	[', you know']	3	4.0		1.4515633753039578|3.321928094887362|3.321928094887362|3.321928094887362|1.1844245711374273	2.5203544462206944	a|I|sometimes|been|dog|you|know,	3	0.6315169334411621	0.0	1.0	1.1888888888888889	0.0040720962619612	3.8389151096344	4.97797441482544	1.1390593051910405	2.8333778381347656	2.86291241645813	0.029534578323364258	0.5	0.13043478260869565	-0.23460747301578522	-0.6700357794761658
2	978	0	32	8	Yes,. well. My, my mother has one that's, uh,. it's, uh, it's, uh, teacup. and, uh, it's made such a difference for her.. But, you know, just, I, you know,. the way my mom's presence countenance is, just, just for having a puppy. but, you know, having this dog. she's had it for, I guess three years now. Oh, possibly four.	Uh.. but, you know,. a pet. I mean, I sometimes have, um, pet cat.. You know, a dog that's been around for...	Yeah.	A	B	0	0.45454545454545453	0.43478260869565216	0.0		0.04545454545454547	0.015523218549787998	-0.8380187153816223	-1.0	0.014653663150966167	0.0562479334572951	-0.009558029563373161		-0.471242755651474	0.09272479265928268	-0.29118318845414454	0.03647136977977223	"[', you know ,.', 'but , you know', ', you know', ""that's""]"	4|4|3|1	2|2|4|2		1.4515633753039578|3.321928094887362|3.321928094887362|3.321928094887362|1.1844245711374273	2.5203544462206944	a|know,.|I|but,|you|know,	3	0.6315169334411621	0.0	1.0	1.1888888888888889	0.0040720962619612	3.8389151096344	4.97797441482544	1.1390593051910405	2.8333778381347656	2.86291241645813	0.029534578323364258	0.5	0.43478260869565216	-0.23460747301578522	-0.6700357794761658
3	978	0	32	7	Uh-huh.	Uh.. but, you know,. a pet. I mean, I sometimes have, um, pet cat.. You know, a dog that's been around for...	Yeah.	A	A	1	0.09090909090909091	0.0	0.0		0.40909090909090906	0.6991185545921326	-0.8380187153816223	-1.0	-0.3103937804698944	0.0562479334572951	-0.009558029563373161		-0.4062309265136719	-0.07627305388450623	-0.29118318845414454	0.03647136977977223	[]				1.4515633753039578|3.321928094887362|3.321928094887362|3.321928094887362|1.1844245711374273	2.5203544462206944		3	0.6315169334411621	0.0	1.0	1.1888888888888889	0.0040720962619612	3.8389151096344	4.97797441482544	1.1390593051910405	2.8333778381347656	2.86291241645813	0.029534578323364258	0.5	0.0	-0.23460747301578522	-0.6700357794761658
4	978	0	32	6	But, uh, it was, it, it's it's really made such a difference for her.. I really would like to, uh,. I'm a disabled person	Uh.. but, you know,. a pet. I mean, I sometimes have, um, pet cat.. You know, a dog that's been around for...	Yeah.	A	B	0	0.3181818181818182	0.13043478260869565	0.0		0.18181818181818182	-0.14051835238933563	-0.8380187153816223	-1.0	-0.0013030580012127757	0.0562479334572951	-0.009558029563373161		0.013333537615835667	0.0697537511587143	-0.29118318845414454	0.03647136977977223	[]				1.4515633753039578|3.321928094887362|3.321928094887362|3.321928094887362|1.1844245711374273	2.5203544462206944	a|I	3	0.6315169334411621	0.0	1.0	1.1888888888888889	0.0040720962619612	3.8389151096344	4.97797441482544	1.1390593051910405	2.8333778381347656	2.86291241645813	0.029534578323364258	0.5	0.13043478260869565	-0.23460747301578522	-0.6700357794761658
5	978	0	32	5	Uh-huh.	Uh.. but, you know,. a pet. I mean, I sometimes have, um, pet cat.. You know, a dog that's been around for...	Yeah.	A	A	1	0.09090909090909091	0.0	0.0		0.40909090909090906	0.010085697285830975	-0.8380187153816223	-1.0	-0.04703006520867348	0.0562479334572951	-0.009558029563373161		-0.3224900960922241	-0.01843717321753502	-0.29118318845414454	0.03647136977977223	[]				1.4515633753039578|3.321928094887362|3.321928094887362|3.321928094887362|1.1844245711374273	2.5203544462206944		3	0.6315169334411621	0.0	1.0	1.1888888888888889	0.0040720962619612	3.8389151096344	4.97797441482544	1.1390593051910405	2.8333778381347656	2.86291241645813	0.029534578323364258	0.5	0.0	-0.23460747301578522	-0.6700357794761658
6	978	0	32	4	so I'm unable to, to, really take care of a pet. and if that weren't so, I would certainly have one.. I just, I just,. it frustrates me sometimes not being able to have a dog. yeah .	Uh.. but, you know,. a pet. I mean, I sometimes have, um, pet cat.. You know, a dog that's been around for...	Yeah.	A	B	0	0.5454545454545454	0.6521739130434783	0.0		0.045454545454545414	-0.07385659962892532	-0.8380187153816223	-1.0	0.006703468970954418	0.0562479334572951	-0.009558029563373161		-0.043337784707546234	0.026500165462493896	-0.29118318845414454	0.03647136977977223	['a pet .', 'a dog']	3|2	2|2		1.4515633753039578|3.321928094887362|3.321928094887362|3.321928094887362|1.1844245711374273	2.5203544462206944	a|I|sometimes|pet.	3	0.6315169334411621	0.0	1.0	1.1888888888888889	0.0040720962619612	3.8389151096344	4.97797441482544	1.1390593051910405	2.8333778381347656	2.86291241645813	0.029534578323364258	0.5	0.6521739130434783	-0.23460747301578522	-0.6700357794761658
7	978	0	32	3	Huh. Well, you might want to get yourself, uh, an animal that doesn't require much attention. Like a cat.	Uh.. but, you know,. a pet. I mean, I sometimes have, um, pet cat.. You know, a dog that's been around for...	Yeah.	A	A	1	0.5909090909090909	0.391304347826087	0.0		0.09090909090909094	-0.10188616067171097	-0.8380187153816223	-1.0	0.029944447800517082	0.0562479334572951	-0.009558029563373161		-0.28782179951667786	0.18234869837760925	-0.29118318845414454	0.03647136977977223	[]				1.4515633753039578|3.321928094887362|3.321928094887362|3.321928094887362|1.1844245711374273	2.5203544462206944	a|you	3	0.6315169334411621	0.0	1.0	1.1888888888888889	0.0040720962619612	3.8389151096344	4.97797441482544	1.1390593051910405	2.8333778381347656	2.86291241645813	0.029534578323364258	0.5	0.391304347826087	-0.23460747301578522	-0.6700357794761658
8	978	0	32	2	Oh, yeah.. Well, yeah,. uh, I, I, I typically am not a cat person.. I have a friend that, uh, has on occasion, uh brought her cat over for me to keep for, you know, from time to time. And this cat is like no other cat I have ever seen.. And, uh, it would sleep on my chest, you know.	Uh.. but, you know,. a pet. I mean, I sometimes have, um, pet cat.. You know, a dog that's been around for...	Yeah.	A	B	0	0.13636363636363635	0.043478260869565216	0.0		0.36363636363636365	-0.19676153361797333	-0.8380187153816223	-1.0	-0.007493647746741772	0.0562479334572951	-0.009558029563373161		-0.39912521839141846	-0.19226841628551483	-0.29118318845414454	0.03647136977977223	[', you know']	3	4.0		1.4515633753039578|3.321928094887362|3.321928094887362|3.321928094887362|1.1844245711374273	2.5203544462206944	know,|a|I|you	3	0.6315169334411621	0.0	1.0	1.1888888888888889	0.0040720962619612	3.8389151096344	4.97797441482544	1.1390593051910405	2.8333778381347656	2.86291241645813	0.029534578323364258	0.5	0.043478260869565216	-0.23460747301578522	-0.6700357794761658
9	978	1	32	10	Oh, for sure.. Oh, yeah.	Ah, now, uh.. I've been thinking about that.	Yeah.	A	B	0	0.4166666666666667	0.2222222222222222	0.0		0.08333333333333331	-0.14046873152256012	0.10311585664749146	-1.0	0.22480975091457367	-0.05289900882376565	-0.009558029563373161		1.0	0.20050160586833954	-0.0039028201976584066	0.03647136977977223	[]							3	0.6672281622886658	0.0	1.0	1.1888888888888889	0.0040720962619612	4.007658958435059	4.97797441482544	0.9703154563903817	2.8692197799682617	2.86291241645813	0.006307363510131836	0.5	0.2222222222222222	-0.6929109692573547	-0.6700357794761658
10	978	1	32	9	So, I've had this dog now for, for sixteen years. and she's been a lot of company. Uh, she's, uh, however, getting a little old. and things are starting to fail.. Uh, I, I live alone now. and she stays in the house all day while I go to work. and, uh, she's been holding herself pretty well. The, uh, up until, you know, recently where she's been having accidents in the house because she either is losing control or she forgets where she is. and, uh, I find a little present on the floor sometimes when I come home.. But she's, she's usually pretty good.	Ah, now, uh.. I've been thinking about that.	Yeah.	A	A	1	0.4166666666666667	0.2222222222222222	0.0		0.08333333333333331	-0.20200490951538086	0.10311585664749146	-1.0	0.004086954519152641	-0.05289900882376565	-0.009558029563373161		0.45941781997680664	0.04339195787906647	-0.0039028201976584066	0.03647136977977223	[]						I've|been	3	0.6672281622886658	0.0	1.0	1.1888888888888889	0.0040720962619612	4.007658958435059	4.97797441482544	0.9703154563903817	2.8692197799682617	2.86291241645813	0.006307363510131836	0.5	0.2222222222222222	-0.6929109692573547	-0.6700357794761658
11	978	1	32	8	Yes,. well. My, my mother has one that's, uh,. it's, uh, it's, uh, teacup. and, uh, it's made such a difference for her.. But, you know, just, I, you know,. the way my mom's presence countenance is, just, just for having a puppy. but, you know, having this dog. she's had it for, I guess three years now. Oh, possibly four.	Ah, now, uh.. I've been thinking about that.	Yeah.	A	B	0	0.4166666666666667	0.1111111111111111	0.0		0.08333333333333331	-0.10926152020692825	0.10311585664749146	-1.0	0.014653663150966167	-0.05289900882376565	-0.009558029563373161		-0.5601717233657837	0.09272479265928268	-0.0039028201976584066	0.03647136977977223	[]							3	0.6672281622886658	0.0	1.0	1.1888888888888889	0.0040720962619612	4.007658958435059	4.97797441482544	0.9703154563903817	2.8692197799682617	2.86291241645813	0.006307363510131836	0.5	0.1111111111111111	-0.6929109692573547	-0.6700357794761658
